temperature,False
technology,False
surround,False
structure,False
respectively,False
residence,False
pronunciation,False
politician,False
opportunity,False
observation,False
intricate,False
impurity,False
impressive,False
importance,False
foresight,False
fertilizing,False
experience,False
entertain,False
demonstration,False
convert,False
abroad,False
abrupt,False
academic,False
acceptable,False
accommodate,False
accountable,False
achieve,False
acidic,False
acknowledgement,False
acoustic,False
across,False
adaptable,False
add,False
addictive,False
address,False
adjustable,False
administer,False
administration,False
admire,False
adopt,False
advantage,False
adventurous,False
adverse,False
advise,False
affect,False
affectionate,False
affirmative,False
affordable,False
aftermath,False
afterward,False
agreeable,False
aimless,False
alcoholic,False
alignment,False
allegedly,False
allocation,False
allow,False
allowance,False
along with,False
alter,False
alternatively,False
altruism,False
amateur,False
amazing,False
ambiguous,False
amend,False
amplifier,False
amusement,False
ancient,False
angular,False
animated,False
anniversary,False
annual,False
antique,False
anxiously,False
apparently,False
appeal,False
appear,False
apply for,False
appreciate,False
approachable,False
area,False
argue,False
arise,False
armed,False
article,False
as such,False
as well,False
assault,False
assertive,False
assignment,False
assistant,False
assorted,False
at any rate,False
attach,False
attend,False
attendance,False
attitude,False
attorney,False
attractiveness,False
audience,False
august,False
author,False
authority,False
autonomy,False
available,False
average,False
aviator,False
avoid,False
award,False
awesome,False
bachelor,False
ballot,False
ban,False
barely,False
basis,False
bay,False
beach,False
bear,False
bear the brunt of,False
belong,False
bend,False
beverage,False
bias,False
bike,False
billiards,False
biodiversity,False
biofuel,False
bitterly,False
bizarre,False
block,False
blonde (=blond),False
blow,False
blown away,False
boarding school,False
boost,False
bother,False
boundary,False
bountiful,False
brace,False
bracket,False
braid,False
branch,False
breeze,False
brewing,False
bribery,False
brick,False
brief,False
bright,False
brilliant,False
broad,False
brutal,False
budget,False
bun,False
burning,False
business,False
by ~ing,False
cabinet,False
calamity,False
calculate,False
camel,False
campaign,False
capacity,False
capital,False
capricious,False
capture,False
career,False
cargo,False
carrot,False
carry,False
cautiously,False
ceaseless,False
celebrate,False
certain,False
chairman,False
challenging,False
chaos,False
chaotic,False
charm,False
chat,False
cheery,False
chemical,False
chew,False
childbirth,False
chilly,False
chore,False
choreography,False
cigarette,False
circuit,False
citizenship,False
claw,False
clear,False
clichéd,False
clown,False
coast,False
cognitive,False
coherent,False
coincide,False
colleague,False
college,False
combination,False
comedian,False
commitment,False
communism,False
community,False
commute,False
companion,False
company,False
comparable,False
compassion,False
competent,False
completely,False
composed of,False
comprehension,False
compressed,False
compulsory,False
concern,False
concrete,False
confuse,False
confusion,False
connect,False
consecutive,False
consensus,False
considerate,False
consistently,False
constant,False
constituency,False
constitutional,False
constraint,False
consumption,False
contender,False
contentedly,False
continually,False
contraceptive,False
contradictive,False
contradictory,False
contribute,False
controversial,False
conversation,False
coordinate,False
core,False
corporation,False
corrosive,False
cosmology,False
costly,False
county,False
courageous,False
coursework,False
cover,False
crackdown,False
crafty,False
crane,False
create,False
creature,False
credibility,False
crisis,False
critical,False
criticism,False
cross over,False
crowded,False
cruelty,False
cryptography,False
cuisine,False
cultural,False
curable,False
curb,False
cure,False
curiosity,False
curly hair,False
current,False
curve,False
customer,False
damage,False
damned,False
dazed,False
deal with,False
dearth,False
decline,False
decorative,False
dedicated,False
defensive,False
define,False
delighted,False
deliver,False
evolution,False
exalt,False
exceptional,False
excessive,False
exclusively,False
exempt,False
exercise,False
exhale,False
exhausted,False
exit,False
expand,False
expire,False
explanation,False
explore,False
exposure,False
express,False
extend,False
extinction,False
extract,False
extrovert,False
face,False
facilitate,False
fairly,False
familiarize,False
fascinating,False
fashionable,False
faultless,False
faulty,False
feature,False
feckless,False
field,False
depend on,False
depict,False
depressing,False
depth,False
descend,False
descendant,False
describe,False
deserted,False
dessert,False
destination,False
destroy,False
detail,False
deterioration,False
determined,False
develop,False
device,False
dialect,False
dice,False
directly,False
disability,False
disadvantage,False
disarray,False
discharge,False
discomfort,False
discount,False
discovery,False
discrimination,False
disease,False
disgustedly,False
disillusioned,False
disk,False
dismount,False
disorder,False
dispose,False
disputable,False
disruptive,False
dissolve,False
distinction,False
distinguished,False
district,False
diversity,False
divert,False
doorstep,False
dot,False
doubtful,False
downstream,False
drag oneself,False
dramatic,False
drawing,False
drizzle,False
drop,False
droplet,False
drought,False
drug,False
easygoing,False
eclipse,False
economic,False
economist,False
elect,False
electrician,False
electron,False
elementary,False
eliminate,False
elliptical,False
eloquent,False
embarrass,False
embrace,False
emotion,False
emphasize,False
employee,False
empower,False
empty,False
enable,False
encounter,False
encouraging,False
endorse,False
engage in,False
enhance,False
enlarge,False
enlighten,False
enrich,False
enrollment,False
ensure,False
entertainer,False
enthusiastic,False
entire,False
entry,False
eradicate,False
error,False
erstwhile,False
especially,False
ethical,False
evaluate,False
even,False
eventually,False
military,False
mimic,False
mingle,False
miniature,False
mishap,False
misunderstanding,False
modeling,False
moderately,False
modulation,False
molecule,False
monetary,False
monopoly,False
morale,False
mortality,False
mosquito,False
motion,False
motivate,False
movement,False
mud,False
municipal,False
municipality,False
mustache,False
mutation,False
mutual,False
mystery,False
mythical,False
nausea,False
nearsighted,False
negligible,False
negotiate,False
neighbor,False
neighborhood,False
neurological,False
nonetheless,False
normal,False
notorious,False
nuisance,False
numerous,False
obesity,False
obligation,False
observant,False
observer,False
obsession,False
obvious,False
occasionally,False
occupy,False
occur,False
offspring,False
on and off,False
once,False
online,False
onset,False
optimism,False
option,False
orbital,False
ordered,False
orientation,False
out of,False
outbreak,False
outcome,False
outset,False
outspoken,False
outweigh,False
overcast,False
overflow,False
ownership,False
parade,False
parallel,False
paralyze,False
paramount,False
participate,False
partly,False
part-time,False
pass,False
passage,False
passionate,False
patch,False
patiently,False
pause,False
paw,False
pedestrian,False
peek,False
peninsula,False
perceptive,False
perform,False
perpetually,False
perseverance,False
persistence,False
personally,False
personnel,False
perspective,False
persuasion,False
pharmacy,False
phase,False
physical,False
physiological,False
pinpoint,False
pitch,False
place an order,False
planet,False
platform,False
plausible,False
play a key role,False
plot,False
podium,False
pool,False
position,False
possible,False
practitioner,False
precaution,False
precedent,False
precious,False
precisely,False
predictive,False
preferably,False
prejudice,False
prelude,False
present,False
presentation,False
preservation,False
prevalent,False
preventable,False
previously,False
primarily,False
priority,False
prisoner,False
privilege,False
procedure,False
process,False
product,False
progressive,False
prominent,False
promising,False
pronoun,False
prop,False
propagate,False
protein,False
provide,False
proximity,False
pyramid,False
qualification,False
radically,False
radius,False
raised,False
rally,False
rank,False
rather,False
readily,False
realism,False
reasonable,False
reasoning,False
recall,False
receive,False
recommendation,False
recreational,False
reduce,False
refuse,False
regarding,False
related to,False
relative,False
religion,False
reluctant,False
reminiscent,False
remorse,False
renewable,False
renowned,False
repeat,False
replaceable,False
replicate,False
reputation,False
requirement,False
residency,False
resident,False
resilience,False
resourceful,False
resources,False
respect,False
response,False
restless,False
restriction,False
restructure,False
result in,False
retain,False
retake an exam,False
retrace,False
retrieve,False
revise,False
revival,False
rewarding,False
rhyme,False
rightly,False
ripe,False
rosy,False
rotary,False
rotten,False
roughly,False
royal,False
rumor,False
runway,False
sacred,False
saga,False
scan,False
scarcity,False
scenery,False
scent,False
scholar,False
scholarship,False
screen,False
screening,False
scruffy,False
seafood,False
secretary,False
sector,False
sedentary,False
seed,False
sensation,False
sentence,False
serene,False
serenity,False
service,False
set up,False
settler,False
shell,False
shift,False
shine,False
shovel,False
shower,False
sign a contract,False
significantly,False
silverware,False
simulate,False
simultaneously,False
situation,False
skeptical,False
skill,False
skip,False
slam,False
snap at,False
sober,False
solid,False
solution,False
sophisticated,False
specialized,False
specific,False
specify,False
spectacular,False
spectator,False
spending,False
spike,False
splendid,False
sporting,False
spouse,False
spray,False
squander,False
squeaky,False
stability,False
standard,False
standing,False
stare,False
 state,False
status,False
steel,False
stereotype,False
stern,False
stipend,False
stretch,False
strive,False
stroll,False
stroller,False
struggle,False
stubbornness,False
stuff,False
stunning,False
subordinate,False
subsequently,False
suburban,False
sudden,False
suffering,False
sufficiently,False
suggestion,False
suitable,False
superior,False
supernova,False
supervision,False
supply,False
support,False
supportive,False
surely,False
surgery,False
surplus,False
survival,False
suspension,False
sustenance,False
swiftly,False
swine,False
symbol,False
symptom,False
synonymous,False
take a risk,False
talent,False
task,False
temperate,False
tenable,False
territory,False
terror,False
tertiary,False
theory,False
therapy,False
thereafter,False
thermometer,False
though,False
thoughtless,False
threshold,False
throat,False
through,False
throughout,False
tiresome,False
toddler,False
token,False
totality,False
touched,False
toughness,False
tournament,False
tractor,False
trade,False
trail,False
trait,False
tram,False
transition,False
transitive,False
trap,False
travel,False
treatment,False
tremendously,False
trend,False
tribe,False
trousers,False
trustworthy,False
tuition fees,False
tunnel,False
tutor,False
twist,False
typically,False
unanswerable,False
undeniable,False
undermine,False
undertake,False
undue,False
unfortunately,False
union,False
unlikely,False
unnecessarily,False
unproductive,False
unreasonably,False
unscrupulous,False
unsustainable,False
unwise,False
uphill,False
uphold,False
upstream,False
upward,False
usually,False
vacant,False
vaccinate,False
valid,False
validity,False
valuable,False
vanity,False
various,False
vary,False
vehicle,False
velocity,False
vend,False
vent,False
versatile,False
vicinity,False
view,False
vintage,False
violate,False
virtual,False
vitally,False
volume,False
voluntary,False
voter,False
vulnerable,False
wall,False
wallet,False
warmth,False
warranty,False
wastebasket,False
waterfall,False
wealth,False
webcam,False
well-dressed,False
when it comes to ~,False
whereas,False
wholly,False
widespread,False
wilderness,False
willingness,False
witness,False
work out,False
workshop,False
zebra,False
local,False
located in,False
logically,False
loyalist,False
madam,False
made up of,False
maintain,False
majesty,False
make out of,False
make the effort to,False
malign,False
mammal,False
manage to,False
mandatory,False
manufacturer,False
many,False
march,False
mass communication,False
massive,False
match,False
materialism,False
maximize,False
means,False
mechanism,False
medical,False
medication,False
medicinal,False
medieval,False
mediocrity,False
melt,False
memorable,False
mention,False
merciful,False
merciless,False
merge,False
figure out,False
fingernail,False
firm,False
fitness,False
fix,False
flour,False
flourish,False
flu,False
footbridge,False
force,False
forgive,False
form,False
formidable,False
fort,False
fortunate,False
found,False
fragrant,False
fraudulent,False
frightened,False
frown,False
fuel,False
full-time,False
fundamental,False
gain,False
gap year,False
garbage,False
generally,False
generous,False
genetics,False
genre,False
giant,False
giggle,False
gleefully,False
goal,False
government,False
grace,False
graffiti,False
grasp,False
grass,False
gratitude,False
Great Depression,False
grin,False
grind,False
grocery,False
grumpy,False
guideline,False
hands-on,False
handy,False
happen,False
harbinger,False
hardship,False
harm,False
harshly,False
hay,False
helpless,False
heritage,False
hide,False
hierarchy,False
historian,False
hold,False
honorary,False
hostile,False
however,False
humble,False
humid,False
humiliating,False
husband,False
hydrogen,False
hypocritical,False
hypothesis,False
ideology,False
ignition,False
ignorance,False
illegal,False
illogical,False
illusion,False
illustrate,False
imitation,False
impairment,False
impatience,False
imperfect,False
implication,False
impress,False
impressed,False
improper,False
improve,False
impulse,False
in charge of,False
in light of,False
in particular,False
in person,False
include,False
inconceivable,False
incredibly,False
incur,False
independence,False
indicator,False
indifferent,False
individual,False
induce,False
industrialize,False
ineffective,False
infamous,False
infant,False
infer,False
inferiority,False
influence,False
inhabit,False
inherent,False
injustice,False
inkling,False
inland,False
insinuate,False
inspiring,False
installation,False
instance,False
instead,False
instrument,False
integrate,False
intellect,False
intend,False
interact,False
interchange,False
interestingly,False
interference,False
interlude,False
intermediate,False
international,False
interrogation,False
intolerance,False
intoxicating,False
intrinsic,False
introduction,False
introvert,False
intrusion,False
intuition,False
invasion,False
invert,False
invisible,False
invoice,False
involve,False
irrational,False
irregular,False
irrelevant,False
irresponsible,False
irreversible,False
irritate,False
isolation,False
item,False
justifiable,False
juvenile,False
latitude,False
launch,False
law,False
lead,False
league,False
lean,False
let,False
librarian,False
lift,False
limit,False
linger,False
link A with B,False
literacy,False
literature,False
livestock,False
